id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
0,ser żółty;chleb pełnoziarnisty,0.160,banany;mleko,0.165,0.026,0.162,0.985
948,jajka;mleko;banany,0.058,ogórki,0.396,0.022,0.379,0.958
949,ogórki;mleko;banany,0.062,jajka,0.432,0.022,0.355,0.821
950,ziemniaki;jabłka,0.160,chleb pełnoziarnisty;banany,0.158,0.022,0.137,0.870
951,ziemniaki;chleb pełnoziarnisty,0.164,jabłka;banany,0.160,0.022,0.134,0.838
952,ziemniaki;banany,0.146,jabłka;chleb pełnoziarnisty,0.162,0.022,0.151,0.930
953,jabłka;chleb pełnoziarnisty,0.162,ziemniaki;banany,0.146,0.022,0.136,0.930
954,jabłka;banany,0.160,ziemniaki;chleb pełnoziarnisty,0.164,0.022,0.137,0.838
955,chleb pełnoziarnisty;banany,0.158,ziemniaki;jabłka,0.160,0.022,0.139,0.870
956,ziemniaki;jabłka;chleb pełnoziarnisty,0.067,banany,0.389,0.022,0.328,0.844
957,ziemniaki;jabłka;banany,0.057,chleb pełnoziarnisty,0.414,0.022,0.386,0.932
958,ziemniaki;chleb pełnoziarnisty;banany,0.059,jabłka,0.407,0.022,0.373,0.916
959,jabłka;chleb pełnoziarnisty;banany,0.063,ziemniaki,0.401,0.022,0.349,0.871
960,ziemniaki;jajka,0.177,chleb pełnoziarnisty;jogurt naturalny,0.169,0.030,0.169,1.003
961,ziemniaki;chleb pełnoziarnisty,0.164,jajka;jogurt naturalny,0.180,0.030,0.183,1.016
962,ziemniaki;jogurt naturalny,0.165,jajka;chleb pełnoziarnisty,0.180,0.030,0.182,1.010
963,jajka;chleb pełnoziarnisty,0.180,ziemniaki;jogurt naturalny,0.165,0.030,0.167,1.010
964,jajka;jogurt naturalny,0.180,ziemniaki;chleb pełnoziarnisty,0.164,0.030,0.167,1.016
965,chleb pełnoziarnisty;jogurt naturalny,0.169,ziemniaki;jajka,0.177,0.030,0.178,1.003
966,ziemniaki;jajka;chleb pełnoziarnisty,0.074,jogurt naturalny,0.434,0.030,0.405,0.934
967,ziemniaki;jajka;jogurt naturalny,0.076,chleb pełnoziarnisty,0.414,0.030,0.395,0.953
968,ziemniaki;chleb pełnoziarnisty;jogurt naturalny,0.066,jajka,0.432,0.030,0.455,1.052
969,jajka;chleb pełnoziarnisty;jogurt naturalny,0.064,ziemniaki,0.401,0.030,0.469,1.169
970,jabłka;chleb pełnoziarnisty,0.162,ogórki;mleko,0.162,0.022,0.136,0.838
971,jabłka;ogórki,0.150,chleb pełnoziarnisty;mleko,0.177,0.022,0.147,0.829
972,jabłka;mleko,0.170,chleb pełnoziarnisty;ogórki,0.163,0.022,0.129,0.794
973,chleb pełnoziarnisty;ogórki,0.163,jabłka;mleko,0.170,0.022,0.135,0.794
974,chleb pełnoziarnisty;mleko,0.177,jabłka;ogórki,0.150,0.022,0.124,0.829
975,ogórki;mleko,0.162,jabłka;chleb pełnoziarnisty,0.162,0.022,0.136,0.838
976,jabłka;chleb pełnoziarnisty;ogórki,0.053,mleko,0.434,0.022,0.415,0.956
977,jabłka;chleb pełnoziarnisty;mleko,0.075,ogórki,0.396,0.022,0.293,0.741
978,jabłka;ogórki;mleko,0.057,chleb pełnoziarnisty,0.414,0.022,0.386,0.932
979,chleb pełnoziarnisty;ogórki;mleko,0.064,jabłka,0.407,0.022,0.344,0.845
980,jajka;chleb pełnoziarnisty,0.180,banany;mleko,0.165,0.026,0.144,0.875
981,jajka;mleko,0.171,chleb pełnoziarnisty;banany,0.158,0.026,0.152,0.962
982,jajka;banany,0.157,chleb pełnoziarnisty;mleko,0.177,0.026,0.166,0.936
983,chleb pełnoziarnisty;mleko,0.177,jajka;banany,0.157,0.026,0.147,0.936
984,chleb pełnoziarnisty;banany,0.158,jajka;mleko,0.171,0.026,0.165,0.962
985,banany;mleko,0.165,jajka;chleb pełnoziarnisty,0.180,0.026,0.158,0.875
986,jajka;chleb pełnoziarnisty;mleko,0.071,banany,0.389,0.026,0.366,0.941
987,jajka;chleb pełnoziarnisty;banany,0.067,mleko,0.434,0.026,0.388,0.894
988,jajka;mleko;banany,0.058,chleb pełnoziarnisty,0.414,0.026,0.448,1.083
989,chleb pełnoziarnisty;mleko;banany,0.070,jajka,0.432,0.026,0.371,0.860
990,jabłka;ser żółty,0.163,jajka;jogurt naturalny,0.180,0.029,0.178,0.988
991,ser żółty;jajka,0.176,jabłka;jogurt naturalny,0.177,0.029,0.165,0.931
992,ser żółty;jogurt naturalny,0.175,jabłka;jajka,0.167,0.029,0.166,0.992
993,jabłka;jajka,0.167,ser żółty;jogurt naturalny,0.175,0.029,0.174,0.992
994,jabłka;jogurt naturalny,0.177,ser żółty;jajka,0.176,0.029,0.164,0.931
995,jajka;jogurt naturalny,0.180,jabłka;ser żółty,0.163,0.029,0.161,0.988
996,jabłka;ser żółty;jajka,0.066,jogurt naturalny,0.434,0.029,0.439,1.012
997,jabłka;ser żółty;jogurt naturalny,0.070,jajka,0.432,0.029,0.414,0.959
998,ser żółty;jajka;jogurt naturalny,0.077,jabłka,0.407,0.029,0.377,0.925
999,jabłka;jajka;jogurt naturalny,0.071,ser żółty,0.418,0.029,0.408,0.977
1000,jabłka;ser żółty,0.163,ryż brązowy;ogórki,0.169,0.028,0.172,1.016
1001,ser żółty;ryż brązowy,0.171,jabłka;ogórki,0.150,0.028,0.164,1.092
1002,ser żółty;ogórki,0.172,jabłka;ryż brązowy,0.175,0.028,0.163,0.930
1003,jabłka;ryż brązowy,0.175,ser żółty;ogórki,0.172,0.028,0.160,0.930
1004,jabłka;ogórki,0.150,ser żółty;ryż brązowy,0.171,0.028,0.187,1.092
1005,ryż brązowy;ogórki,0.169,jabłka;ser żółty,0.163,0.028,0.166,1.016
1006,jabłka;ser żółty;ryż brązowy,0.068,ogórki,0.396,0.028,0.412,1.040
1007,jabłka;ser żółty;ogórki,0.067,ryż brązowy,0.412,0.028,0.418,1.014
1008,ser żółty;ryż brązowy;ogórki,0.079,jabłka,0.407,0.028,0.354,0.871
1009,jabłka;ryż brązowy;ogórki,0.060,ser żółty,0.418,0.028,0.467,1.116
1010,ziemniaki;ser żółty,0.159,jajka;jogurt naturalny,0.180,0.024,0.151,0.839
1011,ziemniaki;jajka,0.177,ser żółty;jogurt naturalny,0.175,0.024,0.136,0.775
1012,ziemniaki;jogurt naturalny,0.165,ser żółty;jajka,0.176,0.024,0.145,0.826
1013,ser żółty;jajka,0.176,ziemniaki;jogurt naturalny,0.165,0.024,0.136,0.826
1014,ser żółty;jogurt naturalny,0.175,ziemniaki;jajka,0.177,0.024,0.137,0.775
1015,jajka;jogurt naturalny,0.180,ziemniaki;ser żółty,0.159,0.024,0.133,0.839
1016,ziemniaki;ser żółty;jajka,0.064,jogurt naturalny,0.434,0.024,0.375,0.864
1017,ziemniaki;ser żółty;jogurt naturalny,0.054,jajka,0.432,0.024,0.444,1.029
1018,ziemniaki;jajka;jogurt naturalny,0.076,ser żółty,0.418,0.024,0.316,0.755
1019,ser żółty;jajka;jogurt naturalny,0.077,ziemniaki,0.401,0.024,0.312,0.777
1020,ziemniaki;jabłka,0.160,banany;mleko,0.165,0.028,0.175,1.061
1021,ziemniaki;mleko,0.178,jabłka;banany,0.160,0.028,0.157,0.983
1022,ziemniaki;banany,0.146,jabłka;mleko,0.170,0.028,0.192,1.128
1023,jabłka;mleko,0.170,ziemniaki;banany,0.146,0.028,0.165,1.128
1024,jabłka;banany,0.160,ziemniaki;mleko,0.178,0.028,0.175,0.983
1025,banany;mleko,0.165,ziemniaki;jabłka,0.160,0.028,0.170,1.061
1026,ziemniaki;jabłka;mleko,0.077,banany,0.389,0.028,0.364,0.935
1027,ziemniaki;jabłka;banany,0.057,mleko,0.434,0.028,0.491,1.132
1028,ziemniaki;mleko;banany,0.061,jabłka,0.407,0.028,0.459,1.128
1029,jabłka;mleko;banany,0.065,ziemniaki,0.401,0.028,0.431,1.074
1030,jabłka;ryż brązowy,0.175,ogórki;mleko,0.162,0.024,0.137,0.847
1031,jabłka;ogórki,0.150,ryż brązowy;mleko,0.181,0.024,0.160,0.884
1032,jabłka;mleko,0.170,ryż brązowy;ogórki,0.169,0.024,0.141,0.835
1033,ryż brązowy;ogórki,0.169,jabłka;mleko,0.170,0.024,0.142,0.835
1034,ryż brązowy;mleko,0.181,jabłka;ogórki,0.150,0.024,0.133,0.884
1035,ogórki;mleko,0.162,jabłka;ryż brązowy,0.175,0.024,0.148,0.847
1036,jabłka;ryż brązowy;ogórki,0.060,mleko,0.434,0.024,0.400,0.922
1037,jabłka;ryż brązowy;mleko,0.070,ogórki,0.396,0.024,0.343,0.866
1038,jabłka;ogórki;mleko,0.057,ryż brązowy,0.412,0.024,0.421,1.022
1039,ryż brązowy;ogórki;mleko,0.074,jabłka,0.407,0.024,0.324,0.797
1040,jabłka;jajka,0.167,chleb pełnoziarnisty;jogurt naturalny,0.169,0.023,0.138,0.815
1041,jabłka;chleb pełnoziarnisty,0.162,jajka;jogurt naturalny,0.180,0.023,0.142,0.789
1042,jabłka;jogurt naturalny,0.177,jajka;chleb pełnoziarnisty,0.180,0.023,0.130,0.722
1043,jajka;chleb pełnoziarnisty,0.180,jabłka;jogurt naturalny,0.177,0.023,0.128,0.722
1044,jajka;jogurt naturalny,0.180,jabłka;chleb pełnoziarnisty,0.162,0.023,0.128,0.789
1045,chleb pełnoziarnisty;jogurt naturalny,0.169,jabłka;jajka,0.167,0.023,0.136,0.815
1046,jabłka;jajka;chleb pełnoziarnisty,0.059,jogurt naturalny,0.434,0.023,0.390,0.898
1047,jabłka;jajka;jogurt naturalny,0.071,chleb pełnoziarnisty,0.414,0.023,0.324,0.782
1048,jabłka;chleb pełnoziarnisty;jogurt naturalny,0.074,jajka,0.432,0.023,0.311,0.719
1049,jajka;chleb pełnoziarnisty;jogurt naturalny,0.064,jabłka,0.407,0.023,0.359,0.883
1050,jajka;ryż brązowy,0.171,jogurt naturalny;banany,0.156,0.024,0.140,0.900
1051,jajka;jogurt naturalny,0.180,ryż brązowy;banany,0.149,0.024,0.133,0.895
1052,jajka;banany,0.157,ryż brązowy;jogurt naturalny,0.172,0.024,0.153,0.889
1053,ryż brązowy;jogurt naturalny,0.172,jajka;banany,0.157,0.024,0.140,0.889
1054,ryż brązowy;banany,0.149,jajka;jogurt naturalny,0.180,0.024,0.161,0.895
1055,jogurt naturalny;banany,0.156,jajka;ryż brązowy,0.171,0.024,0.154,0.900
1056,jajka;ryż brązowy;jogurt naturalny,0.067,banany,0.389,0.024,0.358,0.921
1057,jajka;ryż brązowy;banany,0.066,jogurt naturalny,0.434,0.024,0.364,0.838
1058,jajka;jogurt naturalny;banany,0.057,ryż brązowy,0.412,0.024,0.421,1.022
1059,ryż brązowy;jogurt naturalny;banany,0.057,jajka,0.432,0.024,0.421,0.975
1060,jabłka;ser żółty,0.163,ogórki;banany,0.156,0.030,0.184,1.180
1061,ser żółty;ogórki,0.172,jabłka;banany,0.160,0.030,0.174,1.090
1062,ser żółty;banany,0.163,jabłka;ogórki,0.150,0.030,0.184,1.227
1063,jabłka;ogórki,0.150,ser żółty;banany,0.163,0.030,0.200,1.227
1064,jabłka;banany,0.160,ser żółty;ogórki,0.172,0.030,0.188,1.090
1065,ogórki;banany,0.156,jabłka;ser żółty,0.163,0.030,0.192,1.180
1066,jabłka;ser żółty;ogórki,0.067,banany,0.389,0.030,0.448,1.151
1067,jabłka;ser żółty;banany,0.067,ogórki,0.396,0.030,0.448,1.131
1068,ser żółty;ogórki;banany,0.071,jabłka,0.407,0.030,0.423,1.038
1069,jabłka;ogórki;banany,0.065,ser żółty,0.418,0.030,0.462,1.104
1070,jabłka;ser żółty,0.163,jogurt naturalny;ogórki,0.162,0.024,0.147,0.909
1071,ser żółty;ogórki,0.172,jabłka;jogurt naturalny,0.177,0.024,0.140,0.788
1072,ser żółty;jogurt naturalny,0.175,jabłka;ogórki,0.150,0.024,0.137,0.914
1073,jabłka;ogórki,0.150,ser żółty;jogurt naturalny,0.175,0.024,0.160,0.914
1074,jabłka;jogurt naturalny,0.177,ser żółty;ogórki,0.172,0.024,0.136,0.788
1075,jogurt naturalny;ogórki,0.162,jabłka;ser żółty,0.163,0.024,0.148,0.909
1076,jabłka;ser żółty;ogórki,0.067,jogurt naturalny,0.434,0.024,0.358,0.825
1077,jabłka;ser żółty;jogurt naturalny,0.070,ogórki,0.396,0.024,0.343,0.866
1078,ser żółty;jogurt naturalny;ogórki,0.063,jabłka,0.407,0.024,0.381,0.936
1079,jabłka;jogurt naturalny;ogórki,0.059,ser żółty,0.418,0.024,0.407,0.973
1080,ziemniaki;jajka,0.177,jogurt naturalny;banany,0.156,0.021,0.119,0.761
1081,ziemniaki;jogurt naturalny,0.165,jajka;banany,0.157,0.021,0.127,0.811
1082,ziemniaki;banany,0.146,jajka;jogurt naturalny,0.180,0.021,0.144,0.799
1083,jajka;jogurt naturalny,0.180,ziemniaki;banany,0.146,0.021,0.117,0.799
1084,jajka;banany,0.157,ziemniaki;jogurt naturalny,0.165,0.021,0.134,0.811
1085,jogurt naturalny;banany,0.156,ziemniaki;jajka,0.177,0.021,0.135,0.761
1086,ziemniaki;jajka;jogurt naturalny,0.076,banany,0.389,0.021,0.276,0.710
1087,ziemniaki;jajka;banany,0.062,jogurt naturalny,0.434,0.021,0.339,0.780
1088,ziemniaki;jogurt naturalny;banany,0.055,jajka,0.432,0.021,0.382,0.884
1089,jajka;jogurt naturalny;banany,0.057,ziemniaki,0.401,0.021,0.368,0.919
1090,jabłka;ryż brązowy,0.175,jogurt naturalny;ogórki,0.162,0.021,0.120,0.741
1091,jabłka;ogórki,0.150,ryż brązowy;jogurt naturalny,0.172,0.021,0.140,0.814
1092,jabłka;jogurt naturalny,0.177,ryż brązowy;ogórki,0.169,0.021,0.119,0.702
1093,ryż brązowy;ogórki,0.169,jabłka;jogurt naturalny,0.177,0.021,0.124,0.702
1094,ryż brązowy;jogurt naturalny,0.172,jabłka;ogórki,0.150,0.021,0.122,0.814
1095,jogurt naturalny;ogórki,0.162,jabłka;ryż brązowy,0.175,0.021,0.130,0.741
1096,jabłka;ryż brązowy;ogórki,0.060,jogurt naturalny,0.434,0.021,0.350,0.806
1097,jabłka;ryż brązowy;jogurt naturalny,0.069,ogórki,0.396,0.021,0.304,0.769
1098,jabłka;jogurt naturalny;ogórki,0.059,ryż brązowy,0.412,0.021,0.356,0.864
1099,ryż brązowy;jogurt naturalny;ogórki,0.066,jabłka,0.407,0.021,0.318,0.782
1100,ryż brązowy;ogórki,0.169,jogurt naturalny;mleko,0.184,0.030,0.178,0.965
1101,ryż brązowy;jogurt naturalny,0.172,ogórki;mleko,0.162,0.030,0.174,1.077
1102,ryż brązowy;mleko,0.181,jogurt naturalny;ogórki,0.162,0.030,0.166,1.023
1103,jogurt naturalny;ogórki,0.162,ryż brązowy;mleko,0.181,0.030,0.185,1.023
1104,ogórki;mleko,0.162,ryż brązowy;jogurt naturalny,0.172,0.030,0.185,1.077
1105,jogurt naturalny;mleko,0.184,ryż brązowy;ogórki,0.169,0.030,0.163,0.965
1106,ryż brązowy;jogurt naturalny;ogórki,0.066,mleko,0.434,0.030,0.455,1.047
1107,ryż brązowy;ogórki;mleko,0.074,jogurt naturalny,0.434,0.030,0.405,0.934
1108,ryż brązowy;jogurt naturalny;mleko,0.075,ogórki,0.396,0.030,0.400,1.010
1109,jogurt naturalny;ogórki;mleko,0.063,ryż brązowy,0.412,0.030,0.476,1.156
1110,jabłka;ogórki,0.150,jogurt naturalny;banany,0.156,0.022,0.147,0.940
1111,jabłka;jogurt naturalny,0.177,ogórki;banany,0.156,0.022,0.124,0.797
1112,jabłka;banany,0.160,jogurt naturalny;ogórki,0.162,0.022,0.137,0.849
1113,jogurt naturalny;ogórki,0.162,jabłka;banany,0.160,0.022,0.136,0.849
1114,ogórki;banany,0.156,jabłka;jogurt naturalny,0.177,0.022,0.141,0.797
1115,jogurt naturalny;banany,0.156,jabłka;ogórki,0.150,0.022,0.141,0.940
1116,jabłka;jogurt naturalny;ogórki,0.059,banany,0.389,0.022,0.373,0.959
1117,jabłka;ogórki;banany,0.065,jogurt naturalny,0.434,0.022,0.338,0.780
1118,jabłka;jogurt naturalny;banany,0.058,ogórki,0.396,0.022,0.379,0.958
1119,jogurt naturalny;ogórki;banany,0.062,jabłka,0.407,0.022,0.355,0.872
1120,jabłka;ser żółty,0.163,ogórki;mleko,0.162,0.034,0.209,1.288
1121,ser żółty;ogórki,0.172,jabłka;mleko,0.170,0.034,0.198,1.163
1122,ser żółty;mleko,0.194,jabłka;ogórki,0.150,0.034,0.175,1.168
1123,jabłka;ogórki,0.150,ser żółty;mleko,0.194,0.034,0.227,1.168
1124,jabłka;mleko,0.170,ser żółty;ogórki,0.172,0.034,0.200,1.163
1125,ogórki;mleko,0.162,jabłka;ser żółty,0.163,0.034,0.210,1.288
1126,jabłka;ser żółty;ogórki,0.067,mleko,0.434,0.034,0.507,1.169
1127,jabłka;ser żółty;mleko,0.078,ogórki,0.396,0.034,0.436,1.101
1128,ser żółty;ogórki;mleko,0.076,jabłka,0.407,0.034,0.447,1.099
1129,jabłka;ogórki;mleko,0.057,ser żółty,0.418,0.034,0.596,1.427
1130,ziemniaki;ser żółty,0.159,jajka;chleb pełnoziarnisty,0.180,0.025,0.157,0.874
1131,ziemniaki;jajka,0.177,ser żółty;chleb pełnoziarnisty,0.160,0.025,0.141,0.883
1132,ziemniaki;chleb pełnoziarnisty,0.164,ser żółty;jajka,0.176,0.025,0.152,0.866
1133,ser żółty;jajka,0.176,ziemniaki;chleb pełnoziarnisty,0.164,0.025,0.142,0.866
1134,ser żółty;chleb pełnoziarnisty,0.160,ziemniaki;jajka,0.177,0.025,0.156,0.883
1135,jajka;chleb pełnoziarnisty,0.180,ziemniaki;ser żółty,0.159,0.025,0.139,0.874
1136,ziemniaki;ser żółty;jajka,0.064,chleb pełnoziarnisty,0.414,0.025,0.391,0.944
1137,ziemniaki;ser żółty;chleb pełnoziarnisty,0.059,jajka,0.432,0.025,0.424,0.981
1138,ziemniaki;jajka;chleb pełnoziarnisty,0.074,ser żółty,0.418,0.025,0.338,0.808
1139,ser żółty;jajka;chleb pełnoziarnisty,0.072,ziemniaki,0.401,0.025,0.347,0.866
1140,ryż brązowy;chleb pełnoziarnisty,0.176,jogurt naturalny;banany,0.156,0.021,0.119,0.765
1141,ryż brązowy;jogurt naturalny,0.172,chleb pełnoziarnisty;banany,0.158,0.021,0.122,0.773
1142,ryż brązowy;banany,0.149,chleb pełnoziarnisty;jogurt naturalny,0.169,0.021,0.141,0.834
1143,chleb pełnoziarnisty;jogurt naturalny,0.169,ryż brązowy;banany,0.149,0.021,0.124,0.834
1144,chleb pełnoziarnisty;banany,0.158,ryż brązowy;jogurt naturalny,0.172,0.021,0.133,0.773
1145,jogurt naturalny;banany,0.156,ryż brązowy;chleb pełnoziarnisty,0.176,0.021,0.135,0.765
1146,ryż brązowy;chleb pełnoziarnisty;jogurt naturalny,0.071,banany,0.389,0.021,0.296,0.760
1147,ryż brązowy;chleb pełnoziarnisty;banany,0.061,jogurt naturalny,0.434,0.021,0.344,0.793
1148,ryż brązowy;jogurt naturalny;banany,0.057,chleb pełnoziarnisty,0.414,0.021,0.368,0.890
1149,chleb pełnoziarnisty;jogurt naturalny;banany,0.059,ryż brązowy,0.412,0.021,0.356,0.864
1150,ryż brązowy;ogórki,0.169,banany;mleko,0.165,0.026,0.154,0.932
1151,ryż brązowy;mleko,0.181,ogórki;banany,0.156,0.026,0.144,0.921
1152,ryż brązowy;banany,0.149,ogórki;mleko,0.162,0.026,0.174,1.077
1153,ogórki;mleko,0.162,ryż brązowy;banany,0.149,0.026,0.160,1.077
1154,ogórki;banany,0.156,ryż brązowy;mleko,0.181,0.026,0.167,0.921
1155,banany;mleko,0.165,ryż brązowy;ogórki,0.169,0.026,0.158,0.932
1156,ryż brązowy;ogórki;mleko,0.074,banany,0.389,0.026,0.351,0.903
1157,ryż brązowy;ogórki;banany,0.068,mleko,0.434,0.026,0.382,0.881
1158,ryż brązowy;mleko;banany,0.063,ogórki,0.396,0.026,0.413,1.042
1159,ogórki;mleko;banany,0.062,ryż brązowy,0.412,0.026,0.419,1.018
1160,ziemniaki;chleb pełnoziarnisty,0.164,ogórki;mleko,0.162,0.025,0.152,0.941
1161,ziemniaki;ogórki,0.153,chleb pełnoziarnisty;mleko,0.177,0.025,0.163,0.923
1162,ziemniaki;mleko,0.178,chleb pełnoziarnisty;ogórki,0.163,0.025,0.140,0.862
1163,chleb pełnoziarnisty;ogórki,0.163,ziemniaki;mleko,0.178,0.025,0.153,0.862
1164,chleb pełnoziarnisty;mleko,0.177,ziemniaki;ogórki,0.153,0.025,0.141,0.923
1165,ogórki;mleko,0.162,ziemniaki;chleb pełnoziarnisty,0.164,0.025,0.154,0.941
1166,ziemniaki;chleb pełnoziarnisty;ogórki,0.060,mleko,0.434,0.025,0.417,0.960
1167,ziemniaki;chleb pełnoziarnisty;mleko,0.073,ogórki,0.396,0.025,0.342,0.865
1168,ziemniaki;ogórki;mleko,0.060,chleb pełnoziarnisty,0.414,0.025,0.417,1.006
1169,chleb pełnoziarnisty;ogórki;mleko,0.064,ziemniaki,0.401,0.025,0.391,0.974
1170,ziemniaki;ser żółty,0.159,jabłka;jajka,0.167,0.024,0.151,0.904
1171,ziemniaki;jabłka,0.160,ser żółty;jajka,0.176,0.024,0.150,0.852
1172,ziemniaki;jajka,0.177,jabłka;ser żółty,0.163,0.024,0.136,0.832
1173,jabłka;ser żółty,0.163,ziemniaki;jajka,0.177,0.024,0.147,0.832
1174,ser żółty;jajka,0.176,ziemniaki;jabłka,0.160,0.024,0.136,0.852
1175,jabłka;jajka,0.167,ziemniaki;ser żółty,0.159,0.024,0.144,0.904
1176,ziemniaki;jabłka;ser żółty,0.065,jajka,0.432,0.024,0.369,0.855
1177,ziemniaki;ser żółty;jajka,0.064,jabłka,0.407,0.024,0.375,0.921
1178,ziemniaki;jabłka;jajka,0.065,ser żółty,0.418,0.024,0.369,0.883
1179,jabłka;ser żółty;jajka,0.066,ziemniaki,0.401,0.024,0.364,0.907
1180,jabłka;ser żółty,0.163,jajka;ryż brązowy,0.171,0.029,0.178,1.040
1181,ser żółty;jajka,0.176,jabłka;ryż brązowy,0.175,0.029,0.165,0.942
1182,ser żółty;ryż brązowy,0.171,jabłka;jajka,0.167,0.029,0.170,1.016
1183,jabłka;jajka,0.167,ser żółty;ryż brązowy,0.171,0.029,0.174,1.016
1184,jabłka;ryż brązowy,0.175,ser żółty;jajka,0.176,0.029,0.166,0.942
1185,jajka;ryż brązowy,0.171,jabłka;ser żółty,0.163,0.029,0.170,1.040
1186,jabłka;ser żółty;jajka,0.066,ryż brązowy,0.412,0.029,0.439,1.066
1187,jabłka;ser żółty;ryż brązowy,0.068,jajka,0.432,0.029,0.426,0.987
1188,ser żółty;jajka;ryż brązowy,0.076,jabłka,0.407,0.029,0.382,0.938
1189,jabłka;jajka;ryż brązowy,0.068,ser żółty,0.418,0.029,0.426,1.020
1190,ryż brązowy;ogórki,0.169,jogurt naturalny;banany,0.156,0.027,0.160,1.024
1191,ryż brązowy;jogurt naturalny,0.172,ogórki;banany,0.156,0.027,0.157,1.006
1192,ryż brązowy;banany,0.149,jogurt naturalny;ogórki,0.162,0.027,0.181,1.119
1193,jogurt naturalny;ogórki,0.162,ryż brązowy;banany,0.149,0.027,0.167,1.119
1194,ogórki;banany,0.156,ryż brązowy;jogurt naturalny,0.172,0.027,0.173,1.006
1195,jogurt naturalny;banany,0.156,ryż brązowy;ogórki,0.169,0.027,0.173,1.024
1196,ryż brązowy;jogurt naturalny;ogórki,0.066,banany,0.389,0.027,0.409,1.052
1197,ryż brązowy;ogórki;banany,0.068,jogurt naturalny,0.434,0.027,0.397,0.915
1198,ryż brązowy;jogurt naturalny;banany,0.057,ogórki,0.396,0.027,0.474,1.196
1199,jogurt naturalny;ogórki;banany,0.062,ryż brązowy,0.412,0.027,0.435,1.057
1200,ziemniaki;jabłka,0.160,jajka;mleko,0.171,0.034,0.213,1.243
1201,ziemniaki;jajka,0.177,jabłka;mleko,0.170,0.034,0.192,1.130
1202,ziemniaki;mleko,0.178,jabłka;jajka,0.167,0.034,0.191,1.144
1203,jabłka;jajka,0.167,ziemniaki;mleko,0.178,0.034,0.204,1.144
1204,jabłka;mleko,0.170,ziemniaki;jajka,0.177,0.034,0.200,1.130
1205,jajka;mleko,0.171,ziemniaki;jabłka,0.160,0.034,0.199,1.243
1206,ziemniaki;jabłka;jajka,0.065,mleko,0.434,0.034,0.523,1.205
1207,ziemniaki;jabłka;mleko,0.077,jajka,0.432,0.034,0.442,1.022
1208,ziemniaki;jajka;mleko,0.084,jabłka,0.407,0.034,0.405,0.995
1209,jabłka;jajka;mleko,0.059,ziemniaki,0.401,0.034,0.576,1.437
1210,ziemniaki;jajka,0.177,ryż brązowy;ogórki,0.169,0.034,0.192,1.137
1211,ziemniaki;ryż brązowy,0.156,jajka;ogórki,0.155,0.034,0.218,1.406
1212,ziemniaki;ogórki,0.153,jajka;ryż brązowy,0.171,0.034,0.222,1.300
1213,jajka;ryż brązowy,0.171,ziemniaki;ogórki,0.153,0.034,0.199,1.300
1214,jajka;ogórki,0.155,ziemniaki;ryż brązowy,0.156,0.034,0.219,1.406
1215,ryż brązowy;ogórki,0.169,ziemniaki;jajka,0.177,0.034,0.201,1.137
1216,ziemniaki;jajka;ryż brązowy,0.071,ogórki,0.396,0.034,0.479,1.209
1217,ziemniaki;jajka;ogórki,0.062,ryż brązowy,0.412,0.034,0.548,1.331
1218,ziemniaki;ryż brązowy;ogórki,0.074,jajka,0.432,0.034,0.459,1.064
1219,jajka;ryż brązowy;ogórki,0.065,ziemniaki,0.401,0.034,0.523,1.304
1220,ziemniaki;chleb pełnoziarnisty,0.164,jogurt naturalny;ogórki,0.162,0.023,0.140,0.866
1221,ziemniaki;ogórki,0.153,chleb pełnoziarnisty;jogurt naturalny,0.169,0.023,0.150,0.890
1222,ziemniaki;jogurt naturalny,0.165,chleb pełnoziarnisty;ogórki,0.163,0.023,0.139,0.855
1223,chleb pełnoziarnisty;ogórki,0.163,ziemniaki;jogurt naturalny,0.165,0.023,0.141,0.855
1224,chleb pełnoziarnisty;jogurt naturalny,0.169,ziemniaki;ogórki,0.153,0.023,0.136,0.890
1225,jogurt naturalny;ogórki,0.162,ziemniaki;chleb pełnoziarnisty,0.164,0.023,0.142,0.866
1226,ziemniaki;chleb pełnoziarnisty;ogórki,0.060,jogurt naturalny,0.434,0.023,0.383,0.883
1227,ziemniaki;chleb pełnoziarnisty;jogurt naturalny,0.066,ogórki,0.396,0.023,0.348,0.880
1228,ziemniaki;jogurt naturalny;ogórki,0.053,chleb pełnoziarnisty,0.414,0.023,0.434,1.048
1229,chleb pełnoziarnisty;jogurt naturalny;ogórki,0.065,ziemniaki,0.401,0.023,0.354,0.882
